Nr,Group,Position,Locus,K*,Df,Signif.,Nr inf.,Meanrank-ac,Mean-ac,Nr-ac,Meanrank-ad,Mean-ad,Nr-ad,Meanrank-bc,Mean-bc,Nr-bc,Meanrank-bd,Mean-bd,Nr-bd,Meanrank-ee,Mean-ee,Nr-ee,Meanrank-ef,Mean-ef,Nr-ef,Meanrank-eg,Mean-eg,Nr-eg,Meanrank-fg,Mean-fg,Nr-fg,Meanrank-hh,Mean-hh,Nr-hh,Meanrank-hk,Mean-hk,Nr-hk,Meanrank-kk,Mean-kk,Nr-kk,Meanrank-h-,Mean-h-,Nr-h-,Meanrank-k-,Mean-k-,Nr-k-,Meanrank-ll,Mean-ll,Nr-ll,Meanrank-lm,Mean-lm,Nr-lm,Meanrank-nn,Mean-nn,Nr-nn,Meanrank-np,Mean-np,Nr-np
910,LG20,90.767,HY_sc30_96643196,0.107,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.5,0.815385,26,26.6,0.788889,27,,,0,,,0
911,LG20,91.94,S20_17475517,0.738,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.3,0.824,25,25.9,0.782143,28,,,0,,,0
912,LG20,93.844,HY_sc30_97880195,0.545,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.1,0.786207,29,28.1,0.820833,24,,,0,,,0
913,LG20,93.844,S20_16133227,0.545,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.1,0.786207,29,28.1,0.820833,24,,,0,,,0
914,LG20,93.844,S20_16703679,0.545,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.1,0.786207,29,28.1,0.820833,24,,,0,,,0
915,LG20,93.844,HY_sc30_22201289,0.545,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.1,0.786207,29,28.1,0.820833,24,,,0,,,0
916,LG20,93.844,S14_14449449,0.545,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.1,0.786207,29,28.1,0.820833,24,,,0,,,0
917,LG20,95.496,HY_sc30_21936219,0.382,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.2,0.79,30,28,0.817391,23,,,0,,,0
918,LG20,97.686,HY_sc30_22380234,0.247,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.4,0.793548,31,27.8,0.813636,22,,,0,,,0
919,LG1,0,HY_sc1_2124246,0.202,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.4,0.784615,26,27.6,0.818519,27,,,0,,,0
920,LG1,0,S1_17591812,0.202,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.4,0.784615,26,27.6,0.818519,27,,,0,,,0
921,LG1,4.296,S1_17173183,1.217,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.5,0.82963,27,25.4,0.773077,26,,,0,,,0
922,LG1,4.296,HY_sc1_2563221,1.217,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.5,0.82963,27,25.4,0.773077,26,,,0,,,0
923,LG1,9.495,S1_15626093,0.738,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.3,0.824,25,25.9,0.782143,28,,,0,,,0
924,LG1,10.383,HY_sc30_120432441,0.545,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.1,0.820833,24,26.1,0.786207,29,,,0,,,0
925,LG1,10.796,HY_sc1_1977062,0.631,1,-      ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.7,0.820833,24,25.5,0.782143,28,,,0,,,0
926,LG1,12.838,HY_sc1_5404415,0.005,1,-      ,51,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.9,0.77931,29,26.1,0.822727,22,,,0,,,0
927,LG1,16.055,HY_sc1_3613985,0.245,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.4,0.806667,30,27.8,0.795652,23,,,0,,,0
928,LG1,16.622,S1_14970532,0.379,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.2,0.803448,29,27.9,0.8,24,,,0,,,0
929,LG1,20.429,HY_sc1_4267373,0.484,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26,0.76,25,27.9,0.839286,28,,,0,,,0
930,LG1,26.968,HY_sc1_10255068,0.064,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.8,33,27.4,0.805,20,,,0,,,0
931,LG1,26.968,S1_8216009,0.064,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.8,33,27.4,0.805,20,,,0,,,0
932,LG1,28.323,S1_9546872,0.027,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.782609,23,27.2,0.816667,30,,,0,,,0
933,LG1,28.323,HY_sc1_8757279,0.027,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.782609,23,27.2,0.816667,30,,,0,,,0
934,LG1,28.323,HY_sc1_10044463,0.027,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.782609,23,27.2,0.816667,30,,,0,,,0
935,LG1,29.011,HY_sc1_8931865,0.057,1,-      ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.8,0.816667,30,26.1,0.777273,22,,,0,,,0
936,LG1,29.405,HY_sc1_9005426,0.084,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.3,0.819355,31,26.5,0.777273,22,,,0,,,0
937,LG1,29.405,S1_9882557,0.084,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.3,0.819355,31,26.5,0.777273,22,,,0,,,0
938,LG1,29.405,S1_11055446,0.084,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.5,0.777273,22,27.3,0.819355,31,,,0,,,0
939,LG1,29.405,S30_3293703,0.084,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.3,0.819355,31,26.5,0.777273,22,,,0,,,0
940,LG1,29.405,HY_sc30_127311858,0.084,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.3,0.819355,31,26.5,0.777273,22,,,0,,,0
941,LG1,30.131,HY_sc30_51262427,0.136,1,-      ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.9,0.819355,31,25.9,0.771429,21,,,0,,,0
942,LG1,30.95,S1_10569724,0.174,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.5,0.821875,32,26.3,0.771429,21,,,0,,,0
943,LG1,32.397,HY_sc1_7817768,0.3,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.6,0.824242,33,26,0.765,20,,,0,,,0
944,LG1,34.697,S1_9273199,0.002,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.1,0.813793,29,26.9,0.7875,24,,,0,,,0,,,0,,,0,,,0,,,0,,,0
945,LG1,37.287,HY_sc25_1869477,1.367,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.7,0.771875,32,29,0.847619,21,,,0,,,0
946,LG1,37.287,S25_566827,1.367,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.7,0.771875,32,29,0.847619,21,,,0,,,0
947,LG1,40.022,HY_sc1_7344267,0.203,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.6,0.803571,28,26.3,0.8,25,,,0,,,0
948,LG1,42.119,ab1_6669895,0.387,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.3,0.777419,31,28,0.836364,22,,,0,,,0
949,LG1,43.186,HY_sc1_11800278,1.11,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.9,0.775758,33,28.9,0.845,20,,,0,,,0
950,LG1,44.687,S1_6669508,0.964,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.4,0.844,25,25.7,0.764286,28,,,0,,,0
951,LG1,45.636,HY_sc22_6488461,0.251,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.4,0.78125,32,27.9,0.833333,21,,,0,,,0
952,LG1,48.988,S1_5471925,0.387,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.3,0.777419,31,28,0.836364,22,,,0,,,0
953,LG1,51.622,S22_8885041,0.742,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.3,0.841667,24,25.9,0.768966,29,,,0,,,0
954,LG1,51.622,HY_sc1_12791822,0.742,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.3,0.841667,24,25.9,0.768966,29,,,0,,,0
955,LG1,57.814,HY_sc1_15105209,0.342,1,-      ,40,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,21.4,0.8,16,19.9,0.775,24,,,0,,,0
956,LG1,59.452,S18_18115299,0.007,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.9,0.796552,29,27.1,0.808333,24,,,0,,,0
957,LG1,61.349,ab1_4357285,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.792857,28,27.3,0.812,25,,,0,,,0
958,LG1,63.174,S1_2989264,0.107,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.5,0.815385,26,26.6,0.788889,27,,,0,,,0
959,LG1,63.174,ab1_2989240,0.107,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.6,0.788889,27,27.5,0.815385,26,,,0,,,0
960,LG1,66.115,HY_sc26_7472986,0.137,1,-      ,46,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,24,0.817391,23,23,0.804348,23,,,0,,,0
961,LG1,67.45,ab1_2162376,0.107,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.6,0.788889,27,27.5,0.815385,26,,,0,,,0
962,LG1,67.45,S1_2162228,0.107,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.6,0.788889,27,27.5,0.815385,26,,,0,,,0
963,LG1,73.24,S1_3914939,0.085,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.3,0.80625,32,26.5,0.795238,21,,,0,,,0
964,LG1,76.309,HY_sc1_17356723,0.107,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.5,0.815385,26,26.6,0.788889,27,,,0,,,0
965,LG1,76.309,S1_1044635,0.107,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.5,0.815385,26,26.6,0.788889,27,,,0,,,0
966,LG1,82.103,HY_sc30_61172445,0.202,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.6,0.818519,27,26.4,0.784615,26,,,0,,,0
967,LG1,82.103,S1_570776,0.202,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.6,0.818519,27,26.4,0.784615,26,,,0,,,0
968,LG15,0,HY_sc15_13997791,0.203,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.3,0.8,25,27.6,0.803571,28,,,0,,,0
969,LG15,0,S15_13204335,0.203,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.3,0.8,25,27.6,0.803571,28,,,0,,,0
970,LG15,4.829,S27_4967962,0.028,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.819048,21,27.2,0.790625,32,,,0,,,0
971,LG15,11.288,HY_sc27_7138545,0.027,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.2,0.816667,30,26.7,0.782609,23,,,0,,,0
972,LG15,12.428,S27_4968013,0.002,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.1,0.813793,29,26.9,0.7875,24,,,0,,,0
973,LG15,13.459,HY_sc15_14745182,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.807407,27,27.3,0.796154,26,,,0,,,0
974,LG15,13.459,S15_12488999,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.807407,27,27.3,0.796154,26,,,0,,,0
975,LG15,15.855,S15_12118139,0.107,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.4,0.8,27,26.5,0.803846,26,,,0,,,0
976,LG15,15.855,HY_sc15_14371611,0.107,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.4,0.8,27,26.5,0.803846,26,,,0,,,0
977,LG15,17.815,HY_sc15_11874146,0.139,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.6,0.809677,31,27.6,0.790909,22,,,0,,,0
978,LG15,19.064,S15_11896114,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.807407,27,27.3,0.796154,26,,,0,,,0
979,LG15,19.064,HY_sc15_13270252,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.807407,27,27.3,0.796154,26,,,0,,,0
980,LG15,19.904,S15_11458947,0.107,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.5,0.803846,26,27.4,0.8,27,,,0,,,0
981,LG15,21.822,S12_7725373,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.807407,27,27.3,0.796154,26,,,0,,,0
982,LG15,21.822,HY_sc15_12708427,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.807407,27,27.3,0.796154,26,,,0,,,0
983,LG15,21.822,ab12_7725301,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.807407,27,27.3,0.796154,26,,,0,,,0
984,LG15,21.822,S15_11120480,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.807407,27,27.3,0.796154,26,,,0,,,0
985,LG15,25.601,S15_10557138,0.379,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.2,0.803448,29,27.9,0.8,24,,,0,,,0
986,LG15,27.904,HY_sc15_12480082,0.738,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.9,0.782143,28,28.3,0.824,25,,,0,,,0
987,LG15,29.814,S15_8977687,0.961,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.4,0.826923,26,25.7,0.777778,27,,,0,,,0
988,LG15,29.814,HY_sc15_10846137,0.961,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.4,0.826923,26,25.7,0.777778,27,,,0,,,0
989,LG15,33.689,HY_sc15_8130044,0.961,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.7,0.777778,27,28.4,0.826923,26,,,0,,,0
990,LG15,33.689,S15_7699180,0.961,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.7,0.777778,27,28.4,0.826923,26,,,0,,,0
991,LG15,33.689,HY_sc15_8129926,0.961,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.4,0.826923,26,25.7,0.777778,27,,,0,,,0
992,LG15,33.689,HY_sc15_8195054,0.961,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.7,0.777778,27,28.4,0.826923,26,,,0,,,0
993,LG15,35.523,S15_6131943,0.202,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.4,0.784615,26,27.6,0.818519,27,,,0,,,0
994,LG15,35.523,S15_6182796,0.202,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.4,0.784615,26,27.6,0.818519,27,,,0,,,0
995,LG15,35.523,S11_12099750,0.202,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.6,0.818519,27,26.4,0.784615,26,,,0,,,0
996,LG15,35.523,HY_sc15_6559511,0.202,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.6,0.818519,27,26.4,0.784615,26,,,0,,,0
997,LG15,37.015,HY_sc15_6419106,0.107,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.6,0.788889,27,27.5,0.815385,26,,,0,,,0
998,LG15,37.015,S11_12245182,0.107,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.6,0.788889,27,27.5,0.815385,26,,,0,,,0
999,LG15,38.907,S15_5692668,0.107,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.6,0.788889,27,27.5,0.815385,26,,,0,,,0
1000,LG15,38.907,HY_sc15_5758094,0.107,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.6,0.788889,27,27.5,0.815385,26,,,0,,,0
1001,LG15,41.95,HY_sc15_8761313,0.247,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.4,0.793548,31,27.8,0.813636,22,,,0,,,0
1002,LG15,44.143,HY_sc15_6183993,0.247,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.4,0.793548,31,27.8,0.813636,22,,,0,,,0
1003,LG15,46.241,HY_sc15_6228610,1.367,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.7,0.771875,32,29,0.847619,21,,,0,,,0
1004,LG15,49.392,HY_sc15_4366888,0.007,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.1,0.808333,24,26.9,0.796552,29,,,0,,,0
1005,LG15,49.392,S15_4289244,0.007,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.1,0.808333,24,26.9,0.796552,29,,,0,,,0
1006,LG15,50.812,S15_4340781,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.3,0.812,25,26.7,0.792857,28,,,0,,,0
1007,LG15,56.288,HY_sc15_4410903,0.007,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.9,0.796552,29,27.1,0.808333,24,,,0,,,0
1008,LG15,64.44,HY_sc15_2114153,2.473,2,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.6,0.792308,13,28.8,0.836667,30,23.4,0.71,10,,,0,,,0,,,0,,,0,,,0,,,0
1009,LG15,64.44,HY_sc15_2114201,2.473,2,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.6,0.792308,13,28.8,0.836667,30,23.4,0.71,10,,,0,,,0,,,0,,,0,,,0,,,0
1010,LG15,65.465,S15_3275993,0.251,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.4,0.78125,32,27.9,0.833333,21,,,0,,,0
1011,LG15,65.465,HY_sc15_3197893,0.251,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.4,0.78125,32,27.9,0.833333,21,,,0,,,0
1012,LG15,67.35,HY_sc28_6757034,0.144,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.6,0.784848,33,27.7,0.83,20,,,0,,,0
1013,LG15,67.35,S15_2586065,0.144,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.7,0.83,20,26.6,0.784848,33,,,0,,,0
1014,LG15,72.715,HY_sc15_2442729,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.3,0.829167,24,26.7,0.77931,29,,,0,,,0
1015,LG15,74.057,S15_1950601,0.55,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.2,0.83913,23,26.1,0.773333,30,,,0,,,0
1016,LG15,75.955,S15_2266660,0.144,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.6,0.784848,33,27.7,0.83,20,,,0,,,0
1017,LG15,79.459,S15_1439023,0.387,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.3,0.777419,31,28,0.836364,22,,,0,,,0
1018,LG15,79.459,HY_sc15_2836,0.387,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28,0.836364,22,26.3,0.777419,31,,,0,,,0
1019,LG15,79.459,HY_sc15_2742,0.387,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.3,0.777419,31,28,0.836364,22,,,0,,,0
1020,LG15,81.251,HY_sc15_860976,1.367,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.7,0.771875,32,29,0.847619,21,,,0,,,0
1021,LG15,81.251,S15_862083,1.367,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.7,0.771875,32,29,0.847619,21,,,0,,,0
1022,LG15,81.251,S15_1094255,1.367,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.7,0.771875,32,29,0.847619,21,,,0,,,0
1023,LG15,81.251,HY_sc15_1116373,1.367,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,29,0.847619,21,25.7,0.771875,32,,,0,,,0
1024,LG15,96.668,HY_sc29_5736211,1.303,1,-      ,49,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.4,0.848148,27,23.3,0.763636,22,,,0,,,0
1025,LG15,100.227,HY_sc15_2113884,0.141,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.6,0.796875,32,27.6,0.809524,21,,,0,,,0
1026,LG15,100.227,HY_sc15_2113927,0.141,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.6,0.796875,32,27.6,0.809524,21,,,0,,,0
1027,LG15,100.227,HY_sc15_2113918,0.141,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.6,0.796875,32,27.6,0.809524,21,,,0,,,0
1028,LG7,0,S7_1411296,0.085,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.5,0.795238,21,27.3,0.80625,32,,,0,,,0
1029,LG7,0,HY_sc7_1448472,0.085,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.5,0.795238,21,27.3,0.80625,32,,,0,,,0
