Nr,Group,Position,Locus,K*,Df,Signif.,Nr,inf.,Meanrank-ac,Mean-ac,Nr-ac,Meanrank-ad,Mean-ad,Nr-ad,Meanrank-bc,Mean-bc,Nr-bc,Meanrank-bd,Mean-bd,Nr-bd,Meanrank-ee,Mean-ee,Nr-ee,Meanrank-ef,Mean-ef,Nr-ef,Meanrank-eg,Mean-eg,Nr-eg,Meanrank-fg,Mean-fg,Nr-fg,Meanrank-hh,Mean-hh,Nr-hh,Meanrank-hk,Mean-hk,Nr-hk,Meanrank-kk,Mean-kk,Nr-kk,Meanrank-h-,Mean-h-,Nr-h-,Meanrank-k-,Mean-k-,Nr-k-,Meanrank-ll,Mean-ll,Nr-ll,Meanrank-lm,Mean-lm,Nr-lm,Meanrank-nn,Mean-nn,Nr-nn,Meanrank-np,Mean-np,Nr-np
537,LG23,45.904,S23_10720066,1.623,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3,4.76667,30,25.3,4.30435,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,LG23,45.904,S23_10719882,1.623,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3,4.76667,30,25.3,4.30435,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,LG23,45.904,S23_10391602,1.623,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3,4.76667,30,25.3,4.30435,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,LG23,65.702,S23_12258114,0.764,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4.40741,27,28,4.73077,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,LG23,65.702,S23_12258090,0.764,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4.40741,27,28,4.73077,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,LG23,65.702,S23_12257994,0.764,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4.40741,27,28,4.73077,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,LG23,68.127,S23_14498421,0.606,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4.72,25,26.1,4.42857,28,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,LG23,69.499,S23_13811453,0.466,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3,4.44828,29,27.9,4.70833,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,LG23,69.499,S23_13811466,0.466,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3,4.44828,29,27.9,4.70833,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,LG23,69.499,S23_13811455,0.466,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3,4.44828,29,27.9,4.70833,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,LG23,69.499,S23_12932355,0.466,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9,4.70833,24,26.3,4.44828,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,LG23,69.499,S23_13049883,0.466,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3,4.44828,29,27.9,4.70833,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,LG23,69.499,S23_13811439,0.466,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3,4.44828,29,27.9,4.70833,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,LG23,69.499,S23_14332490,0.466,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3,4.44828,29,27.9,4.70833,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,LG23,69.844,S23_12629611,0.606,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1,4.42857,28,28,4.72,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,LG23,77.502,S23_15538748,0.243,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.7,4.68182,22,26.5,4.48387,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,LG23,77.502,S23_15538718,0.243,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.7,4.68182,22,26.5,4.48387,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,LG23,82.434,S23_15538547,0.011,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9,4.54286,35,27.2,4.61111,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,LG23,84.435,S23_15839746,0.606,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4.72,25,26.1,4.42857,28,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,LG23,86.908,S23_16082405,0.944,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1,4.74074,27,25.8,4.38462,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,LG23,95.806,S23_16552036,0.466,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9,4.70833,24,26.3,4.44828,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,LG23,95.806,S23_16621237,0.466,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3,4.44828,29,27.9,4.70833,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,LG23,95.806,S23_16620908,0.466,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9,4.70833,24,26.3,4.44828,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,LG23,95.806,S23_16552075,0.466,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9,4.70833,24,26.3,4.44828,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,LG23,99.926,S23_16869812,0.466,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3,4.44828,29,27.9,4.70833,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,LG23,101.614,S23_17040130,0.466,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9,4.70833,24,26.3,4.44828,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,LG23,102.26,ab23_17146270,0.346,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8,4.69565,23,26.4,4.46667,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,LG23,104.3,S23_17441507,0.466,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3,4.44828,29,27.9,4.70833,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,LG23,110.529,S19_21336342,1.026,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1,4.44118,34,28.6,4.78947,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,LG23,110.529,S19_21336323,1.026,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1,4.44118,34,28.6,4.78947,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,LG23,111.271,S23_17660956,0.158,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6,4.66667,21,26.6,4.5,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,LG23,111.271,S23_17664688,0.158,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6,4.66667,21,26.6,4.5,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,LG23,113.046,S23_18374212,0.09,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7,4.51515,33,27.4,4.65,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,LG23,113.046,S23_18080747,0.09,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.4,4.65,20,26.7,4.51515,33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,LG23,113.046,S23_18374202,0.09,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7,4.51515,33,27.4,4.65,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,LG23,114.734,S19_21336654,0.158,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6,4.66667,21,26.6,4.5,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,LG23,116.699,S19_21510595,0.243,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,4.48387,31,27.7,4.68182,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,LG23,118.653,S19_21671679,0.158,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,4.5,32,27.6,4.66667,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,LG23,122.526,S23_18811109,0.158,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6,4.66667,21,26.6,4.5,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,LG23,122.526,S23_18811140,0.158,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,4.5,32,27.6,4.66667,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,LG23,122.526,S23_18811017,0.158,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,4.5,32,27.6,4.66667,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,LG23,122.526,S23_18811128,0.158,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,4.5,32,27.6,4.66667,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,LG23,122.526,S23_18811105,0.158,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,4.5,32,27.6,4.66667,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,LG23,124.44,S23_19369508,0.09,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7,4.51515,33,27.4,4.65,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,LG23,124.44,S23_19369489,0.09,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7,4.51515,33,27.4,4.65,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,LG23,124.44,S23_19369502,0.09,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7,4.51515,33,27.4,4.65,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,LG23,124.44,S23_19369499,0.09,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7,4.51515,33,27.4,4.65,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,LG23,124.44,S23_19369512,0.09,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7,4.51515,33,27.4,4.65,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,LG23,124.44,S23_19369497,0.09,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7,4.51515,33,27.4,4.65,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,LG23,124.44,S23_19369488,0.09,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7,4.51515,33,27.4,4.65,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,LG23,124.44,S23_19369500,0.09,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7,4.51515,33,27.4,4.65,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,LG23,124.44,ab23_19369505,0.09,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7,4.51515,33,27.4,4.65,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,LG23,124.44,S23_19369510,0.09,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7,4.51515,33,27.4,4.65,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,LG24,0,S24_6441793,0.343,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.4,4.48276,29,27.8,4.66667,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,LG24,0,S24_6441589,0.343,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.4,4.48276,29,27.8,4.66667,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,LG24,0,S24_6441600,0.343,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.4,4.48276,29,27.8,4.66667,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,LG24,0,S24_4482256,0.343,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8,4.66667,24,26.4,4.48276,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,LG24,0,S24_4318424,0.343,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8,4.66667,24,26.4,4.48276,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,LG24,0,S24_4318487,0.343,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.4,4.48276,29,27.8,4.66667,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,LG24,0,S24_6441840,0.343,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.4,4.48276,29,27.8,4.66667,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,LG24,0,S24_4482243,0.343,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.4,4.48276,29,27.8,4.66667,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,LG24,12.545,S24_5184044,0.24,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.7,4.65217,23,26.5,4.5,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,LG24,12.545,S24_5184008,0.24,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.7,4.65217,23,26.5,4.5,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,LG24,15.463,S24_8834544,0.04,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8,4.54545,33,27.3,4.6,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,LG24,17.977,S24_10518502,0.155,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,4.63636,22,26.6,4.51613,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,LG24,17.977,S24_8658940,0.155,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,4.51613,31,27.5,4.63636,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,LG24,17.977,S24_8658942,0.155,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,4.51613,31,27.5,4.63636,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,LG24,17.977,S24_10554248,0.155,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,4.51613,31,27.5,4.63636,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,LG24,17.977,S24_8834586,0.155,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,4.63636,22,26.6,4.51613,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,LG24,17.977,S14_12444390,0.155,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,4.51613,31,27.5,4.63636,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,LG24,17.977,S14_12444367,0.155,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,4.51613,31,27.5,4.63636,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,LG24,17.977,S24_8454575,0.155,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,4.51613,31,27.5,4.63636,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,LG24,17.977,S24_7508741,0.155,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,4.63636,22,26.6,4.51613,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,LG24,19.808,S24_11276655,0.089,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.4,4.61905,21,26.7,4.53125,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,LG24,19.808,S24_11270797,0.089,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7,4.53125,32,27.4,4.61905,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,LG24,19.808,ab24_11270957,0.089,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7,4.53125,32,27.4,4.61905,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,LG24,21.5,S24_11276652,0.04,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8,4.54545,33,27.3,4.6,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,LG24,21.5,S24_11276666,0.04,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8,4.54545,33,27.3,4.6,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,LG24,32.124,S24_12778128,0.01,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9,4.55882,34,27.2,4.57895,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,LG24,35.269,S24_13061340,0.04,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8,4.54545,33,27.3,4.6,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,LG24,35.269,S24_13061336,0.04,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8,4.54545,33,27.3,4.6,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,LG24,35.269,S24_13061342,0.04,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8,4.54545,33,27.3,4.6,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327,LG24,41.097,S24_13728401,1.026,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1,4.44118,34,28.6,4.78947,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,LG24,41.097,S24_13738884,1.026,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1,4.44118,34,28.6,4.78947,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,LG24,46.731,S24_14226319,0.243,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.7,4.68182,22,26.5,4.48387,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,LG24,46.731,S24_14226325,0.243,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,4.48387,31,27.7,4.68182,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,LG24,48.634,S24_14556634,0.158,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,4.5,32,27.6,4.66667,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,LG24,48.634,S24_14643626,0.158,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6,4.66667,21,26.6,4.5,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,LG24,49.718,S24_14508727,0.243,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,4.48387,31,27.7,4.68182,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,LG24,49.718,S24_14508707,0.243,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,4.48387,31,27.7,4.68182,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,LG24,59.19,S24_14949827,0.158,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,4.5,32,27.6,4.66667,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,LG24,59.992,S24_14912985,0.243,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,4.48387,31,27.7,4.68182,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,LG24,60.694,S24_14950084,0.346,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8,4.69565,23,26.4,4.46667,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,LG24,66.44,S24_16024937,0.086,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,4.52174,23,27.3,4.6,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,LG24,68.34,S24_17053289,0.246,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3,4.47619,21,27.5,4.625,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,LG24,70.831,S24_16327975,0.086,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,4.52174,23,27.3,4.6,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,LG24,70.831,S24_16328004,0.086,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,4.52174,23,27.3,4.6,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342,LG24,72.767,S24_16327825,0.038,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8,4.54167,24,27.2,4.58621,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,LG24,72.767,S24_16327809,0.038,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8,4.54167,24,27.2,4.58621,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,LG24,72.767,S24_16327831,0.038,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8,4.54167,24,27.2,4.58621,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,LG25,0,S25_2415647,0.086,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.3,4.6,30,26.6,4.52174,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,LG25,6.99,S25_11317597,0.041,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8,4.52941,34,27.3,4.63158,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,LG25,11.532,S25_9004301,0.009,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9,4.56,25,27.1,4.57143,28,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,LG25,13.456,S30_8043040,0,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4.55556,27,27,4.57692,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,LG25,13.456,S25_9751579,0,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4.55556,27,27,4.57692,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,LG25,14.243,S25_9751528,0.009,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1,4.59259,27,26.9,4.53846,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,LG25,19.411,S25_10811708,0.009,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9,4.56,25,27.1,4.57143,28,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,LG25,22.732,S25_11517903,0.009,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9,4.56,25,27.1,4.57143,28,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,LG25,25.015,S25_11955018,0.464,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.2,4.46429,28,27.8,4.68,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,LG25,27.312,S25_12264698,0.604,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9,4.69231,26,26.1,4.44444,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,LG25,27.312,S25_12205693,0.604,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9,4.69231,26,26.1,4.44444,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,LG25,27.312,S25_12264700,0.604,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9,4.69231,26,26.1,4.44444,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,LG25,35.24,S25_12945844,0.604,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9,4.69231,26,26.1,4.44444,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,LG25,38.144,S19_19424374,1.932,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4.28571,21,28.3,4.75,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,LG25,38.144,S19_19424373,1.932,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4.28571,21,28.3,4.75,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,LG25,43.34,S25_13320080,0.946,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1,4.71429,28,25.8,4.4,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,LG25,44.703,S19_19424386,1.152,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6,4.375,24,28.1,4.72414,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,LG25,50.486,S25_15871472,7.892,1,****,53,0,0,0,0,0,0,0,0,0,0,0,0,0,29.2,4.88889,36,22.2,3.88235,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,LG25,62.936,S25_15116297,3.058,1,*,53,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,4.26923,26,29,4.85185,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,LG25,62.936,S25_15116268,3.058,1,*,53,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4.85185,27,24.9,4.26923,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,LG25,62.936,S25_15116058,3.058,1,*,53,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,4.26923,26,29,4.85185,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,LG25,66.586,S25_15408310,3.058,1,*,53,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4.85185,27,24.9,4.26923,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,LG25,66.586,S25_15408353,3.058,1,*,53,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,4.26923,26,29,4.85185,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,LG25,66.586,S25_15408299,3.058,1,*,53,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,4.26923,26,29,4.85185,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
